26870 98.00 1 14409 2_50000_blastdb_BX571856.fas.00000001.out 1 14412 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
61 90.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 1856537 1856587 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
61 90.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 1379296 1379246 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
61 90.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 859777 859827 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
61 90.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 770287 770237 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
61 90.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 406594 406544 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
61 90.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 273730 273780 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
61 90.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 165470 165420 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
60 88.00 1860214 1860271 2_50000_blastdb_BX571856.fas.01850001.out 1469363 1469420 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
60 87.00 1855889 1855950 2_50000_blastdb_BX571856.fas.01850001.out 1426026 1425965 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
58 93.00 1855949 1855989 2_50000_blastdb_BX571856.fas.01850001.out 785234 785274 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
56 87.00 1855889 1855948 2_50000_blastdb_BX571856.fas.01850001.out 1203915 1203856 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
56 90.00 1868926 1868973 2_50000_blastdb_BX571856.fas.01850001.out 1121025 1120978 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
54 88.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 1658461 1658411 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
54 87.00 1855891 1855945 2_50000_blastdb_BX571856.fas.01850001.out 780707 780761 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
54 88.00 1860214 1860264 2_50000_blastdb_BX571856.fas.01850001.out 140160 140110 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
52 91.00 1884233 1884277 2_50000_blastdb_BX571856.fas.01850001.out 1949230 1949275 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
52 97.00 1860254 1860283 2_50000_blastdb_BX571856.fas.01850001.out 1678323 1678352 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
52 86.00 1860214 1860271 2_50000_blastdb_BX571856.fas.01850001.out 654278 654221 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
52 87.00 1855892 1855945 2_50000_blastdb_BX571856.fas.01850001.out 288814 288867 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
50 85.00 1855896 1855967 2_50000_blastdb_BX571856.fas.01850001.out 1167206 1167275 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
50 82.00 1885196 1885288 2_50000_blastdb_BX571856.fas.01850001.out 1135550 1135642 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
50 94.00 1890546 1890578 2_50000_blastdb_BX571856.fas.01850001.out 882789 882757 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
48 88.00 1860232 1860279 2_50000_blastdb_BX571856.fas.01850001.out 1429369 1429416 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
48 94.00 1855936 1855967 2_50000_blastdb_BX571856.fas.01850001.out 908484 908515 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
48 94.00 1884229 1884260 2_50000_blastdb_BX571856.fas.01850001.out 163952 163921 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 94.00 1860259 1860289 2_50000_blastdb_BX571856.fas.01850001.out 2199501 2199531 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 94.00 1860251 1860281 2_50000_blastdb_BX571856.fas.01850001.out 2085303 2085333 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 2085262 2085240 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 1972033 1972011 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 1971974 1971952 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 87.00 1860218 1860264 2_50000_blastdb_BX571856.fas.01850001.out 1254937 1254891 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 908530 908552 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 859672 859650 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 85.00 1855891 1855945 2_50000_blastdb_BX571856.fas.01850001.out 780651 780705 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 771240 771262 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 654337 654359 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 406653 406675 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 100.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 140265 140287 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 100.00 1855981 1856002 2_50000_blastdb_BX571856.fas.01850001.out 2483703 2483682 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 100.00 1858133 1858154 2_50000_blastdb_BX571856.fas.01850001.out 1453381 1453402 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 83.00 1860214 1860283 2_50000_blastdb_BX571856.fas.01850001.out 817805 817874 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 88.00 1855919 1855960 2_50000_blastdb_BX571856.fas.01850001.out 780791 780832 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 100.00 1855981 1856002 2_50000_blastdb_BX571856.fas.01850001.out 771184 771205 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 93.00 1884233 1884262 2_50000_blastdb_BX571856.fas.01850001.out 545217 545188 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 88.00 1884232 1884288 2_50000_blastdb_BX571856.fas.01850001.out 273218 273274 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 100.00 1851673 1851694 2_50000_blastdb_BX571856.fas.01850001.out 81139 81118 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 89.00 1883714 1883750 2_50000_blastdb_BX571856.fas.01850001.out 1958822 1958786 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 91.00 1868942 1868974 2_50000_blastdb_BX571856.fas.01850001.out 1873645 1873613 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 100.00 1872163 1872183 2_50000_blastdb_BX571856.fas.01850001.out 1780371 1780351 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 97.00 1855936 1855964 2_50000_blastdb_BX571856.fas.01850001.out 1167189 1167216 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 91.00 1885943 1885975 2_50000_blastdb_BX571856.fas.01850001.out 1136294 1136326 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 96.00 1883095 1883118 2_50000_blastdb_BX571856.fas.01850001.out 2712933 2712910 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 1877492 1877511 2_50000_blastdb_BX571856.fas.01850001.out 2419471 2419452 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 1884141 1884160 2_50000_blastdb_BX571856.fas.01850001.out 2242159 2242140 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 1895384 1895403 2_50000_blastdb_BX571856.fas.01850001.out 1916485 1916504 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 1858434 1858453 2_50000_blastdb_BX571856.fas.01850001.out 1703612 1703631 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 1884234 1884253 2_50000_blastdb_BX571856.fas.01850001.out 1449080 1449061 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 1858134 1858153 2_50000_blastdb_BX571856.fas.01850001.out 1167522 1167503 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 91.00 1855936 1855967 2_50000_blastdb_BX571856.fas.01850001.out 859718 859687 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 93.00 1855940 1855967 2_50000_blastdb_BX571856.fas.01850001.out 140223 140250 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 1870018 1870037 2_50000_blastdb_BX571856.fas.01850001.out 92091 92110 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 2591110 2591092 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1891381 1891399 2_50000_blastdb_BX571856.fas.01850001.out 2569288 2569270 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1869619 1869637 2_50000_blastdb_BX571856.fas.01850001.out 2528153 2528171 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 2483647 2483625 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1859262 1859280 2_50000_blastdb_BX571856.fas.01850001.out 2464362 2464344 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1887091 1887113 2_50000_blastdb_BX571856.fas.01850001.out 2422527 2422505 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1862499 1862517 2_50000_blastdb_BX571856.fas.01850001.out 2404996 2405014 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 2350916 2350934 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1850781 1850799 2_50000_blastdb_BX571856.fas.01850001.out 2155276 2155294 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1880441 1880459 2_50000_blastdb_BX571856.fas.01850001.out 2125743 2125725 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1850960 1850978 2_50000_blastdb_BX571856.fas.01850001.out 2091091 2091109 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1883900 1883922 2_50000_blastdb_BX571856.fas.01850001.out 1930994 1931016 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 85.00 1860214 1860272 2_50000_blastdb_BX571856.fas.01850001.out 1904198 1904255 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 1764045 1764067 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1860112 1860130 2_50000_blastdb_BX571856.fas.01850001.out 1742831 1742813 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855949 1855967 2_50000_blastdb_BX571856.fas.01850001.out 1678322 1678304 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1860252 1860270 2_50000_blastdb_BX571856.fas.01850001.out 1644037 1644055 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 1469351 1469333 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 1379308 1379326 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855323 1855341 2_50000_blastdb_BX571856.fas.01850001.out 1320132 1320114 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1897869 1897887 2_50000_blastdb_BX571856.fas.01850001.out 1319593 1319575 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 90.00 1868942 1868972 2_50000_blastdb_BX571856.fas.01850001.out 1235432 1235462 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1879598 1879620 2_50000_blastdb_BX571856.fas.01850001.out 1234083 1234105 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855985 1856003 2_50000_blastdb_BX571856.fas.01850001.out 1167350 1167368 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855985 1856003 2_50000_blastdb_BX571856.fas.01850001.out 1167181 1167199 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 89.00 1886996 1887030 2_50000_blastdb_BX571856.fas.01850001.out 1136744 1136778 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1885991 1886013 2_50000_blastdb_BX571856.fas.01850001.out 1136342 1136364 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1855981 1856003 2_50000_blastdb_BX571856.fas.01850001.out 1096671 1096649 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 1070649 1070631 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1868951 1868969 2_50000_blastdb_BX571856.fas.01850001.out 886573 886591 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 859765 859747 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 817793 817775 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1896785 1896807 2_50000_blastdb_BX571856.fas.01850001.out 760380 760402 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1879125 1879143 2_50000_blastdb_BX571856.fas.01850001.out 618589 618571 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1853200 1853222 2_50000_blastdb_BX571856.fas.01850001.out 561143 561121 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1884231 1884253 2_50000_blastdb_BX571856.fas.01850001.out 495892 495870 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1863372 1863390 2_50000_blastdb_BX571856.fas.01850001.out 448141 448123 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1860363 1860381 2_50000_blastdb_BX571856.fas.01850001.out 343635 343617 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 84.00 1878546 1878596 2_50000_blastdb_BX571856.fas.01850001.out 193057 193107 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 165482 165500 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 1855888 1855906 2_50000_blastdb_BX571856.fas.01850001.out 140172 140190 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 1888860 1888882 2_50000_blastdb_BX571856.fas.01850001.out 45900 45878 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 92.00 1884263 1884288 2_50000_blastdb_BX571856.fas.01850001.out 2712811 2712836 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1851158 1851175 2_50000_blastdb_BX571856.fas.01850001.out 2609588 2609571 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 92.00 1879294 1879319 2_50000_blastdb_BX571856.fas.01850001.out 2600447 2600472 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1899208 1899225 2_50000_blastdb_BX571856.fas.01850001.out 2540464 2540481 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1899208 1899225 2_50000_blastdb_BX571856.fas.01850001.out 2538644 2538661 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1878354 1878371 2_50000_blastdb_BX571856.fas.01850001.out 2523984 2523967 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1883602 1883619 2_50000_blastdb_BX571856.fas.01850001.out 2460866 2460883 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1870375 1870392 2_50000_blastdb_BX571856.fas.01850001.out 2347771 2347788 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1851042 1851063 2_50000_blastdb_BX571856.fas.01850001.out 2277816 2277837 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1889325 1889346 2_50000_blastdb_BX571856.fas.01850001.out 2239074 2239095 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1860256 1860277 2_50000_blastdb_BX571856.fas.01850001.out 2238211 2238232 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 87.00 1860239 1860276 2_50000_blastdb_BX571856.fas.01850001.out 2189367 2189404 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1854761 1854778 2_50000_blastdb_BX571856.fas.01850001.out 2136540 2136523 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1882827 1882844 2_50000_blastdb_BX571856.fas.01850001.out 2112929 2112912 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1870784 1870801 2_50000_blastdb_BX571856.fas.01850001.out 2112560 2112577 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 90.00 1869758 1869787 2_50000_blastdb_BX571856.fas.01850001.out 1950685 1950714 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1857458 1857475 2_50000_blastdb_BX571856.fas.01850001.out 1869702 1869719 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1867643 1867660 2_50000_blastdb_BX571856.fas.01850001.out 1865847 1865830 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1851997 1852014 2_50000_blastdb_BX571856.fas.01850001.out 1815060 1815043 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1851889 1851906 2_50000_blastdb_BX571856.fas.01850001.out 1739235 1739218 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1888303 1888320 2_50000_blastdb_BX571856.fas.01850001.out 1693571 1693588 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 92.00 1868098 1868123 2_50000_blastdb_BX571856.fas.01850001.out 1680182 1680207 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1868630 1868647 2_50000_blastdb_BX571856.fas.01850001.out 1647267 1647250 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1861475 1861492 2_50000_blastdb_BX571856.fas.01850001.out 1618148 1618165 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1873073 1873090 2_50000_blastdb_BX571856.fas.01850001.out 1571783 1571766 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1859531 1859552 2_50000_blastdb_BX571856.fas.01850001.out 1568002 1568023 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 92.00 1895483 1895508 2_50000_blastdb_BX571856.fas.01850001.out 1538381 1538406 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1896945 1896962 2_50000_blastdb_BX571856.fas.01850001.out 1506935 1506952 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1869593 1869610 2_50000_blastdb_BX571856.fas.01850001.out 1445864 1445881 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1863207 1863224 2_50000_blastdb_BX571856.fas.01850001.out 1436916 1436933 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1852617 1852634 2_50000_blastdb_BX571856.fas.01850001.out 1428651 1428668 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 92.00 1878124 1878149 2_50000_blastdb_BX571856.fas.01850001.out 1393659 1393634 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1887092 1887113 2_50000_blastdb_BX571856.fas.01850001.out 1379657 1379636 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1897784 1897801 2_50000_blastdb_BX571856.fas.01850001.out 1289663 1289646 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1856527 1856544 2_50000_blastdb_BX571856.fas.01850001.out 1220521 1220504 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1890424 1890441 2_50000_blastdb_BX571856.fas.01850001.out 1212635 1212618 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1855985 1856002 2_50000_blastdb_BX571856.fas.01850001.out 1167125 1167142 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1881440 1881457 2_50000_blastdb_BX571856.fas.01850001.out 1144612 1144629 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1870571 1870588 2_50000_blastdb_BX571856.fas.01850001.out 1132450 1132433 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1882612 1882629 2_50000_blastdb_BX571856.fas.01850001.out 1098759 1098776 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1858136 1858153 2_50000_blastdb_BX571856.fas.01850001.out 1070398 1070415 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1892297 1892314 2_50000_blastdb_BX571856.fas.01850001.out 942103 942120 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1866802 1866823 2_50000_blastdb_BX571856.fas.01850001.out 908060 908039 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1872435 1872452 2_50000_blastdb_BX571856.fas.01850001.out 903410 903393 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1873547 1873564 2_50000_blastdb_BX571856.fas.01850001.out 851041 851024 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1855981 1856002 2_50000_blastdb_BX571856.fas.01850001.out 785211 785232 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1853172 1853189 2_50000_blastdb_BX571856.fas.01850001.out 723686 723703 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1884248 1884265 2_50000_blastdb_BX571856.fas.01850001.out 708964 708947 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1878900 1878921 2_50000_blastdb_BX571856.fas.01850001.out 658024 658045 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1877889 1877906 2_50000_blastdb_BX571856.fas.01850001.out 645739 645756 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1887096 1887117 2_50000_blastdb_BX571856.fas.01850001.out 367358 367337 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1879070 1879087 2_50000_blastdb_BX571856.fas.01850001.out 348380 348397 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1851156 1851173 2_50000_blastdb_BX571856.fas.01850001.out 255538 255521 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1892117 1892134 2_50000_blastdb_BX571856.fas.01850001.out 252928 252945 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1877496 1877513 2_50000_blastdb_BX571856.fas.01850001.out 240354 240337 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 1862522 1862539 2_50000_blastdb_BX571856.fas.01850001.out 97543 97526 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1897865 1897886 2_50000_blastdb_BX571856.fas.01850001.out 58693 58714 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 1878086 1878107 2_50000_blastdb_BX571856.fas.01850001.out 5109 5088 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1886787 1886803 2_50000_blastdb_BX571856.fas.01850001.out 2739042 2739026 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1857967 1857987 2_50000_blastdb_BX571856.fas.01850001.out 2711838 2711858 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1857510 1857530 2_50000_blastdb_BX571856.fas.01850001.out 2708513 2708493 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 1883732 1883756 2_50000_blastdb_BX571856.fas.01850001.out 2671884 2671860 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1878883 1878903 2_50000_blastdb_BX571856.fas.01850001.out 2668980 2668960 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1853571 1853591 2_50000_blastdb_BX571856.fas.01850001.out 2642071 2642091 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1877895 1877911 2_50000_blastdb_BX571856.fas.01850001.out 2632169 2632185 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1859151 1859167 2_50000_blastdb_BX571856.fas.01850001.out 2617723 2617739 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1884231 1884247 2_50000_blastdb_BX571856.fas.01850001.out 2608848 2608864 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1858133 1858153 2_50000_blastdb_BX571856.fas.01850001.out 2590782 2590802 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1874029 1874045 2_50000_blastdb_BX571856.fas.01850001.out 2585692 2585708 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1896943 1896959 2_50000_blastdb_BX571856.fas.01850001.out 2568953 2568969 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1899971 1899987 2_50000_blastdb_BX571856.fas.01850001.out 2566402 2566418 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1890261 1890277 2_50000_blastdb_BX571856.fas.01850001.out 2555874 2555890 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1860494 1860510 2_50000_blastdb_BX571856.fas.01850001.out 2548681 2548665 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1863966 1863982 2_50000_blastdb_BX571856.fas.01850001.out 2534184 2534200 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1871519 1871535 2_50000_blastdb_BX571856.fas.01850001.out 2533237 2533221 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1885508 1885528 2_50000_blastdb_BX571856.fas.01850001.out 2503363 2503383 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1893962 1893982 2_50000_blastdb_BX571856.fas.01850001.out 2501863 2501843 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1896551 1896567 2_50000_blastdb_BX571856.fas.01850001.out 2501027 2501011 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1884272 1884288 2_50000_blastdb_BX571856.fas.01850001.out 2499165 2499181 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1866485 1866501 2_50000_blastdb_BX571856.fas.01850001.out 2498306 2498322 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1858133 1858153 2_50000_blastdb_BX571856.fas.01850001.out 2483530 2483550 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1869767 1869783 2_50000_blastdb_BX571856.fas.01850001.out 2465699 2465715 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1892885 1892901 2_50000_blastdb_BX571856.fas.01850001.out 2452813 2452829 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1884304 1884320 2_50000_blastdb_BX571856.fas.01850001.out 2395560 2395544 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
