Id,Sample_Name,Country_Of_Isolation,Longitude,Latitude,Year,Accession,Source,Serotype,Transmission_Event,Transmission_Event__color,Transmission_Event__shape,LAT,LAT__color,LAT__shape,Wave,Wave__color,Wave__shape,ampicillin__color,chloramphenicol__color,cefalotin__color,ciprofloxacin__color,colistin__color,cefotaxime__color,doxycycline__color,erythromycin__color,nitrofurantoin__color,nalidixic_acid__color,norfloxacin__color,vibriostatic_agent_O129__color,ofloxacin__color,polymyxin_B__color,pefloxacin__color,streptomycin__color,sulfonamides__color,trimethoprim_sulfamethoxazole__color,tetracycline__color,incA_C_plasmid,SXT_R391,GI_AMR,blaTEM,blaCARB,blaSHV,blaOXA,blaCTX_M,blaACT,blaCMY,strA_strB,aadA1,aadA2,aph_3___I,Other_aminoglycosides,aadA_New,catB9,catA1,catA2,floR,cmlA1,mphA,others,sul1,sul2,tet_A_,tet_B_,tet_C_,tet_D_,tet_G_,tet_New,dfrA1,dfrA12,dfrA15,dfrA18,dfrA23,dfrA30,dfrA31,dfrA_New,PMQR,gyrA,gyrB,parC,parE
CNRVC940135_GGCTAC_L002,CNRVC940135,Nepal,84.124008,28.394857,1994,ERR1879576,Clinical,Ogawa,,white,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83R,,,
THSTI_CO327,THSTI_CO327,India,78.962880,20.593684,1993,ERR1880804,Clinical,Ogawa,,white,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
THSTI_CO368,THSTI_CO368,India,78.962880,20.593684,1993,ERR1880805,Clinical,Ogawa,,white,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_2,CNRVC940164,Liberia,-9.429499,6.428055,1994,ERR998675,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_15,CNRVC950699,Guinea,-9.696645,9.945587,1995,ERR998671,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
RKI-ZBS2-CH234_TCATTC_L002,RKI-ZBS2-CH234,Turkey,35.243322,38.963745,1994,ERR1880795,Clinical,Ogawa,,white,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_7_86,CNRVC940103,Guinea,-9.696645,9.945587,1994,ERR976537,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_20,CNRVC950712,SierraLeone,-11.779889,8.460555,1995,ERR998676,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_7_53,CNRVC140133,Guinea-Bissau,-15.180413,11.803749,1994,ERR976504,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_30,CNRVC950758,Coted'Ivoire,-5.547080,7.539989,1995,ERR998685,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_7_88,CNRVC940128,Guinea,-9.696645,9.945587,1994,ERR976539,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_7_87,CNRVC940109,Guinea,-9.696645,9.945587,1994,ERR976538,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_7_91,CNRVC940141,Guinea,-9.696645,9.945587,1994,ERR976542,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_22,CNRVC950724,Guinea,-9.696645,9.945587,1995,ERR998678,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_21,CNRVC950723,Guinea,-9.696645,9.945587,1995,ERR998677,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CDCF5144,F5144,GuineaBissau,-15.180413,11.803749,1997,ERR1880762,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,ICEVchInd5_ICEVchBan5,,blaTEM-1B,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,tet(B),,,,,dfrA1,,,,,,,,,,,,
16356_8_64,CNRVC960324,Senegal,-14.452362,14.497401,1996,ERR998719,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,ICEVchInd5_ICEVchBan5_del(strAB_sul2),,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_63,CNRVC960321,Senegal,-14.452362,14.497401,1996,ERR998718,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_65,CNRVC960327,Senegal,-14.452362,14.497401,1996,ERR998720,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_62,CNRVC960318,Senegal,-14.452362,14.497401,1996,ERR998717,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
960263_S14,CNRVC960263,Mauritania,-10.940835,21.007890,1996,ERR1879599,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
960260_S13,CNRVC960260,Mauritania,-10.940835,21.007890,1996,ERR1879598,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_35,CNRVC960018,Senegal,-14.452362,14.497401,1996,ERR998690,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_36,CNRVC960023,Senegal,-14.452362,14.497401,1996,ERR998691,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC150226_CAACTA_L001,CNRVC150226,Senegal,-14.452362,14.497401,1994,ERR1879434,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_40,CNRVC960122,Senegal,-14.452362,14.497401,1996,ERR998695,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_55,CNRVC960272,Senegal,-14.452362,14.497401,1996,ERR998710,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_38,CNRVC960031,Senegal,-14.452362,14.497401,1996,ERR998693,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_7_92,CNRVC940142,Liberia,-9.429499,6.428055,1994,ERR976543,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_3,CNRVC940165,Liberia,-9.429499,6.428055,1994,ERR998658,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_24,CNRVC950730,Liberia,-9.429499,6.428055,1995,ERR998680,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_23,CNRVC950728,Liberia,-9.429499,6.428055,1995,ERR998679,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_29,CNRVC950756,Coted'Ivoire,-5.547080,7.539989,1995,ERR998684,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_44,CNRVC960223,Liberia,-9.429499,6.428055,1996,ERR998699,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC010042,CNRVC010042,Coted'Ivoire,-5.547080,7.539989,2001,ERR1877647,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC010038_CAGATC_L001,CNRVC010038,Coted'Ivoire,-5.547080,7.539989,2001,ERR1877646,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC030567,CNRVC030567,Coted'Ivoire,-5.547080,7.539989,2003,ERR1878102,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC020404,CNRVC020404,Coted'Ivoire,-5.547080,7.539989,2002,ERR1878089,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC030485,CNRVC030485,Coted'Ivoire,-5.547080,7.539989,2003,ERR1878100,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_8_28,CNRVC980367,Guinea,-9.696645,9.945587,1998,ERR976575,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC030477,CNRVC030477,Liberia,-9.429499,6.428055,2003,ERR1878099,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC030475,CNRVC030475,Liberia,-9.429499,6.428055,2003,ERR1878098,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC020393,CNRVC020393,Liberia,-9.429499,6.428055,2002,ERR1878088,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,ICEVchInd5_ICEVchBan5_del(strAB_sul2),,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC020062,CNRVC020062,Liberia,-9.429499,6.428055,2002,ERR1877954,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC080496,CNRVC080496,Coted'Ivoire,-5.547080,7.539989,2006,ERR1878571,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
10868_2_85,L237,Guinea,-9.696645,9.945587,2012,ERR386704,Clinical,No_Data,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
10868_2_47,L211,Guinea,-9.696645,9.945587,2012,ERR386666,Clinical,No_Data,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
10868_2_39,L233,Guinea,-9.696645,9.945587,2012,ERR386658,Clinical,No_Data,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC120195,CNRVC120195,GuineaBissau,-15.180413,11.803749,2012,ERR1878605,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC120194,CNRVC120194,GuineaBissau,-15.180413,11.803749,2012,ERR1878604,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CDCK6975,K6975,GuineaBissau,-15.180413,11.803749,2008,ERR1880772,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CDCK6979,K6979,GuineaBissau,-15.180413,11.803749,2008,ERR1880773,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC040206,CNRVC040206,Guinea,-9.696645,9.945587,2004,ERR1878112,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
